Date,Price,Open,High,Low,Vol.,Change %
6/8/2022,"10,236.06","10,048.36","10,249.86","10,048.36",102.86M,1.87%
6/7/2022,"10,048.36","9,984.92","10,048.36","9,974.26",59.41M,0.64%
6/6/2022,"9,984.92","9,986.00","9,994.77","9,957.20",47.26M,-0.01%
6/5/2022,"9,986.00","10,007.51","10,030.32","9,971.71",39.64M,-0.21%
6/2/2022,"10,007.51","10,083.98","10,097.21","9,990.46",55.65M,-0.76%
6/1/2022,"10,083.98","10,150.05","10,204.49","10,041.18",80.03M,-0.65%
5/31/2022,"10,150.05","10,109.36","10,260.08","10,109.36",166.64M,0.40%
5/30/2022,"10,109.36","10,086.72","10,170.71","10,057.64",62.39M,0.22%
5/29/2022,"10,086.72","10,200.56","10,202.59","10,077.72",36.34M,-1.12%
5/26/2022,"10,200.56","10,247.43","10,263.22","10,155.46",82.06M,-0.46%
5/25/2022,"10,247.43","10,415.54","10,448.31","10,247.43",80.20M,-1.61%
5/24/2022,"10,415.54","10,514.95","10,546.68","10,374.76",57.39M,-0.95%
5/23/2022,"10,514.95","10,462.74","10,560.22","10,462.74",52.92M,0.50%
5/22/2022,"10,462.74","10,549.97","10,571.66","10,462.74",20.22M,-0.83%
5/19/2022,"10,549.97","10,467.63","10,549.97","10,345.59",49.74M,0.79%
5/18/2022,"10,467.63","10,438.95","10,488.43","10,433.96",51.91M,0.27%
5/17/2022,"10,438.95","10,461.88","10,571.77","10,438.95",45.32M,-0.22%
5/16/2022,"10,461.88","10,534.22","10,538.09","10,391.52",67.16M,-0.69%
5/15/2022,"10,534.22","10,678.98","10,743.98","10,534.22",58.04M,-1.36%
5/12/2022,"10,678.98","10,855.93","10,855.93","10,602.15",84.36M,-1.63%
5/11/2022,"10,855.93","10,811.45","10,925.99","10,810.15",85.18M,0.41%
5/10/2022,"10,811.45","10,906.72","10,906.84","10,778.00",59.76M,-0.87%
5/9/2022,"10,906.72","11,109.22","11,177.34","10,906.72",89.97M,-1.82%
5/8/2022,"11,109.22","11,047.70","11,114.74","10,949.65",79.70M,0.56%
4/28/2022,"11,047.70","10,718.22","11,055.90","10,717.49",102.42M,3.07%
4/27/2022,"10,718.22","10,682.08","10,772.46","10,681.02",57.86M,0.34%
4/26/2022,"10,682.08","10,548.14","10,682.08","10,529.49",53.57M,1.27%
4/21/2022,"10,548.14","10,444.76","10,579.02","10,443.92",142.69M,0.99%
4/20/2022,"10,444.76","10,626.81","10,626.81","10,441.38",41.27M,-1.71%
4/19/2022,"10,626.81","10,724.80","10,728.22","10,566.90",53.68M,-0.91%
4/18/2022,"10,724.80","10,707.93","10,724.80","10,580.10",47.35M,0.16%
4/17/2022,"10,707.93","10,847.46","10,848.01","10,614.24",61.80M,0.27%
4/14/2022,"10,679.55","10,847.46","10,847.46","10,614.24",84.97M,-1.55%
4/13/2022,"10,847.46","10,898.69","10,936.22","10,847.46",48.08M,-0.47%
4/12/2022,"10,898.69","10,728.66","10,942.30","10,728.66",51.37M,1.58%
4/11/2022,"10,728.66","10,897.61","10,899.36","10,715.28",60.24M,-1.55%
4/10/2022,"10,897.61","11,101.94","11,101.94","10,872.94",53.53M,-1.84%
4/7/2022,"11,101.94","11,347.96","11,359.56","11,091.16",98.38M,-2.17%
4/6/2022,"11,347.96","11,380.85","11,417.95","11,319.85",91.24M,-0.29%
4/5/2022,"11,380.85","11,529.18","11,545.14","11,375.44",66.76M,-1.29%
4/4/2022,"11,529.18","11,562.21","11,563.18","11,512.00",78.01M,-0.29%
4/3/2022,"11,562.21","11,238.48","11,562.21","11,238.48",47.52M,2.88%
3/31/2022,"11,238.48","11,239.21","11,239.21","11,123.13",78.59M,-0.01%
3/30/2022,"11,239.21","11,393.54","11,456.49","11,239.21",82.84M,-1.35%
3/29/2022,"11,393.54","11,240.79","11,393.54","11,151.12",90.66M,1.36%
3/28/2022,"11,240.79","11,545.61","11,592.54","11,240.79",89.28M,-2.64%
3/27/2022,"11,545.61","11,709.16","11,709.16","11,465.63",102.39M,-1.40%
3/24/2022,"11,709.16","11,743.91","11,810.09","11,704.03",123.84M,-0.30%
3/23/2022,"11,743.91","11,663.32","11,743.91","11,586.43",89.72M,0.69%
3/22/2022,"11,663.32","11,511.15","11,977.24","11,511.15",169.00M,1.32%
3/21/2022,"11,511.15","10,973.72","11,511.15","10,973.72",180.90M,4.90%
3/20/2022,"10,973.72","10,726.44","10,973.72","10,726.44",48.69M,2.31%
3/17/2022,"10,726.44","10,705.60","10,804.85","10,675.27",110.03M,0.19%
3/16/2022,"10,705.60","10,423.09","10,719.92","10,423.09",166.49M,2.71%
3/15/2022,"10,423.09","10,419.56","10,423.09","10,284.77",60.57M,0.03%
3/14/2022,"10,419.56","10,480.67","10,480.67","10,361.17",51.07M,-0.58%
3/13/2022,"10,480.67","10,453.59","10,550.69","10,453.59",54.05M,0.26%
3/10/2022,"10,453.59","10,415.73","10,453.59","10,332.19",72.17M,0.36%
3/9/2022,"10,415.73","10,396.83","10,485.58","10,395.13",68.11M,0.18%
3/8/2022,"10,396.83","10,701.14","10,701.14","10,357.66",87.09M,-2.84%
3/7/2022,"10,701.14","11,094.66","11,095.71","10,691.68",97.06M,-3.55%
3/6/2022,"11,094.66","11,305.55","11,305.55","11,087.93",55.93M,-1.87%
3/3/2022,"11,305.55","11,189.29","11,305.55","11,189.29",79.41M,1.04%
3/2/2022,"11,189.29","11,275.78","11,291.44","11,189.29",75.37M,-0.77%
3/1/2022,"11,275.78","11,138.86","11,297.56","11,138.86",69.18M,1.23%
2/28/2022,"11,138.86","11,174.09","11,176.22","11,094.00",73.96M,-0.32%
2/27/2022,"11,174.09","10,890.88","11,174.09","10,890.88",55.82M,2.60%
2/24/2022,"10,890.88","11,301.08","11,301.08","10,841.98",106.39M,-3.63%
2/23/2022,"11,301.08","11,302.49","11,349.82","11,294.91",47.71M,-0.01%
2/22/2022,"11,302.49","11,501.92","11,503.83","11,256.95",103.05M,-1.73%
2/21/2022,"11,501.92","11,371.21","11,506.82","11,370.47",70.79M,1.15%
2/20/2022,"11,371.21","11,535.02","11,535.37","11,370.98",68.05M,-1.42%
2/17/2022,"11,535.02","11,568.14","11,568.14","11,497.51",47.93M,-0.29%
2/16/2022,"11,568.14","11,563.38","11,627.44","11,523.64",76.43M,0.04%
2/15/2022,"11,563.38","11,403.34","11,563.38","11,402.38",105.83M,1.40%
2/14/2022,"11,403.34","11,438.12","11,438.12","11,320.24",64.32M,-0.30%
2/13/2022,"11,438.12","11,578.54","11,589.04","11,418.62",109.01M,-1.21%
2/10/2022,"11,578.54","11,596.29","11,615.84","11,548.99",88.63M,-0.15%
2/9/2022,"11,596.29","11,527.90","11,703.76","11,527.90",107.68M,0.59%
2/8/2022,"11,527.90","11,548.61","11,575.82","11,523.67",68.23M,-0.18%
2/7/2022,"11,548.61","11,689.55","11,708.02","11,524.04",96.26M,-1.21%
2/6/2022,"11,689.55","11,638.06","11,689.60","11,637.92",106.85M,0.44%
2/3/2022,"11,638.06","11,691.82","11,720.71","11,618.62",75.51M,-0.46%
2/2/2022,"11,691.82","11,603.33","11,691.82","11,603.33",102.08M,0.76%
2/1/2022,"11,603.33","11,490.45","11,603.33","11,490.45",77.75M,0.98%
1/31/2022,"11,490.45","11,457.46","11,513.70","11,420.47",59.63M,0.29%
1/30/2022,"11,457.46","11,499.85","11,516.01","11,457.46",33.17M,-0.37%
1/26/2022,"11,499.85","11,542.43","11,562.02","11,496.68",51.11M,-0.37%
1/25/2022,"11,542.43","11,616.13","11,624.50","11,516.91",52.85M,-0.63%
1/24/2022,"11,616.13","11,655.72","11,671.21","11,608.89",66.41M,-0.34%
1/23/2022,"11,655.72","11,731.71","11,731.71","11,584.50",54.08M,-0.65%
1/20/2022,"11,731.71","11,715.01","11,731.71","11,665.91",66.37M,0.14%
1/19/2022,"11,715.01","11,876.44","11,882.29","11,693.60",67.15M,-1.36%
1/18/2022,"11,876.44","11,859.12","11,876.44","11,805.42",59.93M,0.15%
1/17/2022,"11,859.12","11,830.94","11,871.77","11,807.43",73.89M,0.24%
1/16/2022,"11,830.94","12,012.31","12,012.71","11,819.82",69.06M,-1.51%
1/13/2022,"12,012.31","12,060.00","12,063.94","11,978.76",76.23M,-0.40%
1/12/2022,"12,060.00","12,002.08","12,065.14","12,002.08",94.05M,0.48%
1/11/2022,"12,002.08","12,022.69","12,047.33","11,979.20",104.27M,-0.17%
1/10/2022,"12,022.69","11,978.56","12,040.63","11,978.56",85.33M,0.37%
1/9/2022,"11,978.56","12,043.42","12,044.78","11,958.61",59.66M,-0.54%
1/5/2022,"12,043.42","11,982.61","12,069.23","11,980.87",144.60M,0.51%
1/4/2022,"11,982.61","11,897.40","11,984.21","11,897.15",114.48M,0.72%
1/3/2022,"11,897.40","11,909.72","11,916.04","11,870.47",79.32M,-0.10%
1/2/2022,"11,909.72","11,949.18","12,017.57","11,908.09",69.38M,-0.33%
12/30/2021,"11,949.18","11,898.42","11,949.18","11,857.97",122.51M,0.43%
12/29/2021,"11,898.42","11,913.44","11,950.34","11,895.53",120.72M,-0.13%
12/28/2021,"11,913.44","11,849.79","11,913.44","11,840.10",135.93M,0.54%
12/27/2021,"11,849.79","11,856.21","11,922.68","11,834.03",115.52M,-0.05%
12/26/2021,"11,856.21","11,755.46","11,906.26","11,755.46",128.25M,0.86%
12/23/2021,"11,755.46","11,630.63","11,776.26","11,630.63",132.16M,1.07%
12/22/2021,"11,630.63","11,524.66","11,636.71","11,524.65",121.06M,0.92%
12/21/2021,"11,524.66","11,482.43","11,609.02","11,482.43",117.29M,0.37%
12/20/2021,"11,482.43","11,565.72","11,570.86","11,440.20",122.50M,-0.72%
12/19/2021,"11,565.72","11,667.73","11,684.74","11,549.28",109.69M,-0.87%
12/16/2021,"11,667.73","11,622.10","11,739.66","11,622.10",166.66M,0.39%
12/15/2021,"11,622.10","11,618.01","11,665.49","11,590.25",155.25M,0.04%
12/14/2021,"11,618.01","11,700.40","11,729.04","11,613.30",165.23M,-0.70%
12/13/2021,"11,700.40","11,708.05","11,765.63","11,700.40",122.06M,-0.07%
12/12/2021,"11,708.05","11,534.63","11,708.05","11,519.61",164.77M,1.50%
12/9/2021,"11,534.63","11,451.14","11,545.47","11,451.14",410.74M,0.73%
12/8/2021,"11,451.14","11,538.26","11,553.00","11,391.39",150.62M,-0.76%
12/7/2021,"11,538.26","11,514.87","11,631.01","11,466.40",270.45M,0.20%
12/6/2021,"11,514.87","11,401.33","11,514.87","11,385.81",185.77M,1.00%
12/5/2021,"11,401.33","11,318.35","11,401.33","11,316.20",101.88M,0.73%
12/2/2021,"11,318.35","11,420.00","11,440.41","11,293.62",73.88M,-0.89%
12/1/2021,"11,420.00","11,395.60","11,442.34","11,330.15",79.46M,0.21%
11/30/2021,"11,395.60","11,212.30","11,395.60","11,179.29",120.06M,1.63%
11/29/2021,"11,212.30","11,277.83","11,277.83","11,202.09",62.70M,-0.58%
11/28/2021,"11,277.83","11,431.24","11,431.24","11,218.33",38.06M,-1.34%
11/25/2021,"11,431.24","11,352.64","11,451.65","11,338.48",83.15M,0.69%
11/24/2021,"11,352.64","11,369.22","11,372.54","11,291.38",36.79M,-0.15%
11/23/2021,"11,369.22","11,359.03","11,432.25","11,352.04",47.91M,0.09%
11/22/2021,"11,359.03","11,273.11","11,369.35","11,255.51",55.98M,0.76%
11/21/2021,"11,273.11","11,337.99","11,419.84","11,273.11",40.65M,-0.57%
11/18/2021,"11,337.99","11,453.30","11,480.78","11,310.28",65.01M,-1.01%
11/17/2021,"11,453.30","11,413.21","11,511.20","11,391.18",64.04M,0.35%
11/16/2021,"11,413.21","11,496.63","11,501.49","11,404.38",58.24M,-0.73%
11/15/2021,"11,496.63","11,662.99","11,664.26","11,475.48",66.27M,-1.43%
11/14/2021,"11,662.99","11,573.14","11,662.99","11,529.60",66.27M,0.78%
11/11/2021,"11,573.14","11,480.50","11,602.80","11,480.50",124.85M,0.81%
11/10/2021,"11,480.50","11,588.42","11,601.14","11,372.69",67.77M,-0.93%
11/9/2021,"11,588.42","11,497.51","11,588.42","11,483.30",63.55M,0.79%
11/8/2021,"11,497.51","11,555.58","11,563.20","11,468.18",66.64M,-0.50%
11/7/2021,"11,555.58","11,612.84","11,617.12","11,514.07",43.53M,-0.49%
11/4/2021,"11,612.84","11,685.12","11,685.17","11,474.84",51.08M,-0.62%
11/3/2021,"11,685.12","11,676.38","11,729.57","11,609.43",81.63M,0.07%
11/2/2021,"11,676.38","11,568.27","11,676.38","11,545.11",132.82M,0.93%
11/1/2021,"11,568.27","11,420.19","11,570.33","11,419.64",97.03M,1.30%
10/31/2021,"11,420.19","11,506.63","11,506.63","11,362.54",69.77M,-0.75%
10/28/2021,"11,506.63","11,364.20","11,506.63","11,361.26",109.44M,1.25%
10/27/2021,"11,364.20","11,256.54","11,383.34","11,254.28",75.58M,0.96%
10/26/2021,"11,256.54","11,178.00","11,468.24","11,178.00",126.42M,0.70%
10/25/2021,"11,178.00","11,185.88","11,229.45","11,096.53",104.94M,-0.07%
10/24/2021,"11,185.88","11,132.07","11,238.34","11,132.07",56.68M,0.48%
10/20/2021,"11,132.07","11,195.05","11,227.73","11,061.42",84.68M,-0.56%
10/19/2021,"11,195.05","11,276.17","11,358.43","11,189.40",88.46M,-0.72%
10/18/2021,"11,276.17","11,155.57","11,303.24","11,134.81",134.40M,1.08%
10/17/2021,"11,155.57","10,995.59","11,155.57","10,995.59",83.11M,1.45%
10/14/2021,"10,995.59","10,881.40","11,018.18","10,881.06",92.83M,1.05%
10/13/2021,"10,881.40","10,783.92","10,881.40","10,783.92",85.48M,0.90%
10/12/2021,"10,783.92","10,714.78","10,798.39","10,697.59",73.38M,0.65%
10/11/2021,"10,714.78","10,662.96","10,739.78","10,662.87",128.47M,0.49%
10/10/2021,"10,662.96","10,536.39","10,671.50","10,536.39",49.02M,1.20%
10/6/2021,"10,536.39","10,432.63","10,536.39","10,432.63",73.24M,0.99%
10/5/2021,"10,432.63","10,427.44","10,471.44","10,412.07",42.00M,0.05%
10/4/2021,"10,427.44","10,366.44","10,437.66","10,366.14",51.44M,0.59%
10/3/2021,"10,366.44","10,517.03","10,575.73","10,366.44",36.08M,-1.43%
9/30/2021,"10,517.03","10,391.14","10,517.03","10,281.20",54.96M,1.21%
9/29/2021,"10,391.14","10,446.78","10,463.52","10,345.40",54.05M,-0.53%
9/28/2021,"10,446.78","10,496.00","10,499.86","10,424.30",67.96M,-0.47%
9/27/2021,"10,496.00","10,649.76","10,652.15","10,496.00",60.30M,-1.44%
9/26/2021,"10,649.76","10,642.02","10,704.25","10,621.58",37.24M,0.07%
9/23/2021,"10,642.02","10,596.06","10,683.18","10,596.06",47.68M,0.43%
9/22/2021,"10,596.06","10,498.52","10,609.29","10,498.52",57.45M,0.93%
9/21/2021,"10,498.52","10,710.56","10,711.09","10,453.19",93.13M,-1.98%
9/20/2021,"10,710.56","10,889.65","10,889.65","10,693.65",72.57M,-1.64%
9/19/2021,"10,889.65","10,996.76","11,098.53","10,878.90",60.72M,-0.97%
9/16/2021,"10,996.76","11,149.36","11,182.23","10,996.76",140.81M,-1.37%
9/15/2021,"11,149.36","11,187.82","11,239.72","11,117.08",80.21M,-0.34%
9/14/2021,"11,187.82","11,140.22","11,206.47","11,139.99",93.99M,0.43%
9/13/2021,"11,140.22","11,036.93","11,140.22","11,036.93",51.21M,0.94%
9/12/2021,"11,036.93","11,056.27","11,083.93","11,022.74",41.34M,-0.17%
9/9/2021,"11,056.27","11,135.48","11,137.06","11,041.82",50.08M,-0.71%
9/8/2021,"11,135.48","11,089.80","11,149.75","11,085.25",55.86M,0.41%
9/7/2021,"11,089.80","11,064.17","11,122.51","11,002.99",88.35M,0.23%
9/6/2021,"11,064.17","11,095.89","11,114.20","10,954.98",101.70M,-0.29%
9/5/2021,"11,095.89","11,301.36","11,301.36","11,090.75",77.21M,-1.82%
9/2/2021,"11,301.36","11,283.70","11,321.95","11,283.70",100.73M,0.16%
9/1/2021,"11,283.70","11,143.80","11,283.70","11,143.58",99.60M,1.26%
8/31/2021,"11,143.80","11,163.23","11,191.62","11,129.94",122.67M,-0.17%
8/30/2021,"11,163.23","11,113.74","11,198.14","11,113.74",146.57M,0.45%
8/29/2021,"11,113.74","11,125.55","11,126.08","11,043.74",130.83M,-0.11%
8/26/2021,"11,125.55","11,064.43","11,160.43","11,064.43",179.15M,0.55%
8/25/2021,"11,064.43","10,950.24","11,072.90","10,950.24",133.04M,1.04%
8/24/2021,"10,950.24","10,884.29","10,953.63","10,884.29",131.34M,0.61%
8/23/2021,"10,884.29","10,690.79","10,884.47","10,683.25",96.64M,1.81%
8/22/2021,"10,690.79","10,808.70","10,815.51","10,686.40",46.91M,-1.09%
8/19/2021,"10,808.70","10,907.96","10,907.96","10,808.70",67.57M,-0.91%
8/18/2021,"10,907.96","10,937.69","10,956.19","10,906.00",83.05M,-0.27%
8/17/2021,"10,937.69","11,046.15","11,061.94","10,935.98",91.80M,-0.98%
8/16/2021,"11,046.15","11,029.56","11,145.58","11,029.56",98.44M,0.15%
8/15/2021,"11,029.56","10,884.50","11,061.35","10,884.50",83.65M,1.33%
8/11/2021,"10,884.50","10,853.83","10,887.67","10,852.50",74.49M,0.28%
8/10/2021,"10,853.83","10,800.39","10,870.81","10,798.82",89.77M,0.49%
8/9/2021,"10,800.39","10,738.67","10,808.25","10,738.67",101.67M,0.57%
8/8/2021,"10,738.67","10,723.18","10,750.16","10,722.61",75.89M,0.14%
8/5/2021,"10,723.18","10,718.89","10,756.32","10,718.89",59.91M,0.04%
8/4/2021,"10,718.89","10,726.33","10,734.68","10,688.35",74.24M,-0.07%
8/3/2021,"10,726.33","10,821.88","10,821.95","10,726.33",111.29M,-0.88%
8/2/2021,"10,821.88","10,810.21","10,874.58","10,808.70",103.74M,0.11%
8/1/2021,"10,810.21","10,742.23","10,812.89","10,739.59",86.70M,0.63%
7/29/2021,"10,742.23","10,769.22","10,837.21","10,742.23",138.63M,-0.25%
7/28/2021,"10,769.22","10,763.26","10,795.08","10,723.59",140.65M,0.06%
7/27/2021,"10,763.26","10,697.32","10,763.75","10,697.32",143.95M,0.62%
7/26/2021,"10,697.32","10,745.69","10,757.41","10,685.41",79.12M,-0.45%
7/25/2021,"10,745.69","10,646.85","10,757.09","10,646.85",210.74M,0.93%
7/18/2021,"10,646.85","10,561.28","10,648.73","10,561.28",94.06M,0.81%
7/15/2021,"10,561.28","10,602.41","10,609.82","10,549.57",112.71M,-0.39%
7/14/2021,"10,602.41","10,431.99","10,625.30","10,431.99",169.34M,1.63%
7/13/2021,"10,431.99","10,233.70","10,431.99","10,233.70",78.53M,1.94%
7/12/2021,"10,233.70","10,153.47","10,233.88","10,153.43",76.97M,0.79%
7/11/2021,"10,153.47","10,184.80","10,190.06","10,152.60",45.51M,-0.31%
7/8/2021,"10,184.80","10,277.25","10,279.29","10,184.80",103.52M,-0.90%
7/7/2021,"10,277.25","10,154.79","10,280.00","10,154.79",99.08M,1.21%
7/6/2021,"10,154.79","10,348.29","10,348.29","10,147.51",84.40M,-1.87%
7/5/2021,"10,348.29","10,345.66","10,386.95","10,345.66",440.26M,0.03%
7/4/2021,"10,345.66","10,256.62","10,346.14","10,256.62",108.11M,0.87%
6/30/2021,"10,256.62","10,123.06","10,262.18","10,122.86",105.91M,1.32%
6/29/2021,"10,123.06","10,273.92","10,273.92","10,094.17",137.40M,-1.47%
6/28/2021,"10,273.92","10,305.02","10,326.03","10,261.18",228.92M,-0.30%
6/27/2021,"10,305.02","10,278.86","10,305.14","10,278.86",71.63M,0.25%
6/24/2021,"10,278.86","10,272.72","10,285.49","10,244.79",93.02M,0.06%
6/23/2021,"10,272.72","10,206.24","10,311.94","10,206.24",214.11M,0.65%
6/22/2021,"10,206.24","10,061.58","10,206.24","10,059.35",243.56M,1.44%
6/21/2021,"10,061.58","9,797.91","10,061.66","9,797.91",184.25M,2.69%
6/20/2021,"9,797.91","9,865.59","9,865.66","9,769.18",102.86M,-0.69%
6/17/2021,"9,865.59","9,880.49","9,906.43","9,863.85",102.97M,-0.15%
6/16/2021,"9,880.49","9,891.18","9,898.07","9,845.30",121.22M,-0.11%
6/15/2021,"9,891.18","9,933.35","9,960.83","9,891.18",88.81M,-0.42%
6/14/2021,"9,933.35","9,887.19","9,944.81","9,837.61",62.93M,0.47%
6/13/2021,"9,887.19","9,977.90","10,015.57","9,887.19",117.11M,-0.91%
6/10/2021,"9,977.90","10,042.18","10,054.41","9,977.90",130.87M,-0.64%
6/9/2021,"10,042.18","9,963.91","10,046.22","9,959.91",170.46M,0.79%
6/8/2021,"9,963.91","10,105.04","10,128.81","9,959.32",141.39M,-1.40%
6/7/2021,"10,105.04","10,122.44","10,131.54","10,091.15",158.21M,-0.17%
6/6/2021,"10,122.44","10,054.81","10,143.59","10,038.57",112.78M,0.67%
6/3/2021,"10,054.81","10,120.95","10,122.52","10,029.14",183.64M,-0.65%
6/2/2021,"10,120.95","10,240.21","10,245.40","10,120.95",182.03M,-1.16%
6/1/2021,"10,240.21","10,309.06","10,323.55","10,231.43",264.45M,-0.67%
5/31/2021,"10,309.06","10,301.58","10,380.47","10,301.58",452.33M,0.07%
5/30/2021,"10,301.58","10,242.30","10,305.54","10,242.30",287.27M,0.58%
5/27/2021,"10,242.30","10,369.57","10,371.41","10,242.30",639.53M,-1.23%
5/26/2021,"10,369.57","10,531.83","10,532.41","10,369.57",210.36M,-1.54%
5/25/2021,"10,531.83","10,760.95","10,760.95","10,531.61",119.71M,-2.13%
5/24/2021,"10,760.95","10,812.06","10,835.24","10,760.80",127.90M,-0.47%
5/23/2021,"10,812.06","10,731.96","10,812.27","10,731.96",91.28M,0.75%
5/20/2021,"10,731.96","10,806.23","10,816.57","10,731.69",128.65M,-0.69%
5/19/2021,"10,806.23","10,780.90","10,862.98","10,780.90",145.93M,0.23%
5/18/2021,"10,780.90","10,674.67","10,780.90","10,669.21",168.60M,1.00%
5/17/2021,"10,674.67","10,767.84","10,790.79","10,673.67",133.96M,-0.87%
5/11/2021,"10,767.84","10,686.03","10,771.56","10,686.03",90.73M,0.77%
5/10/2021,"10,686.03","10,643.63","10,687.71","10,632.01",69.70M,0.40%
5/9/2021,"10,643.63","10,588.09","10,658.87","10,588.09",64.65M,0.52%
5/6/2021,"10,588.09","10,512.84","10,588.86","10,512.84",108.21M,0.72%
5/5/2021,"10,512.84","10,465.59","10,515.71","10,418.41",112.07M,0.45%
5/4/2021,"10,465.59","10,475.26","10,475.26","10,431.03",61.34M,-0.09%
4/28/2021,"10,475.26","10,591.42","10,594.36","10,475.26",70.09M,-1.10%
4/27/2021,"10,591.42","10,525.84","10,598.85","10,525.84",118.64M,0.62%
4/26/2021,"10,525.84","10,604.28","10,604.28","10,507.48",99.18M,-0.74%
4/25/2021,"10,604.28","10,600.07","10,621.55","10,600.07",105.55M,0.04%
4/22/2021,"10,600.07","10,642.49","10,642.59","10,560.19",154.73M,-0.40%
4/21/2021,"10,642.49","10,620.05","10,711.41","10,616.77",108.39M,0.21%
4/20/2021,"10,620.05","10,441.00","10,620.05","10,441.00",149.63M,1.71%
4/19/2021,"10,441.00","10,358.26","10,441.00","10,351.12",75.24M,0.80%
4/18/2021,"10,358.26","10,143.21","10,360.94","10,143.21",49.64M,2.12%
4/15/2021,"10,143.21","10,115.51","10,212.70","10,115.51",377.02M,0.27%
4/14/2021,"10,115.51","10,305.81","10,322.39","10,114.70",183.05M,-1.85%
4/13/2021,"10,305.81","10,450.09","10,460.55","10,305.81",154.15M,-1.38%
4/12/2021,"10,450.09","10,393.13","10,503.14","10,393.10",192.89M,0.55%
4/11/2021,"10,393.13","10,303.55","10,393.13","10,291.39",164.29M,0.87%
4/8/2021,"10,303.55","10,227.67","10,311.97","10,227.48",103.09M,0.74%
4/7/2021,"10,227.67","10,263.22","10,263.22","10,209.36",102.59M,-0.35%
4/6/2021,"10,263.22","10,256.92","10,291.61","10,222.00",115.37M,0.06%
4/5/2021,"10,256.92","10,417.15","10,417.15","10,149.24",160.78M,-1.54%
4/4/2021,"10,417.15","10,564.88","10,586.63","10,417.15",100.27M,-1.40%
4/1/2021,"10,564.88","10,568.37","10,601.65","10,543.79",122.79M,-0.03%
3/31/2021,"10,568.37","10,739.69","10,740.48","10,565.63",258.27M,-1.60%
3/30/2021,"10,739.69","10,738.42","10,785.61","10,717.57",218.47M,0.01%
3/29/2021,"10,738.42","10,867.69","10,875.98","10,733.20",128.91M,-1.19%
3/28/2021,"10,867.69","10,870.46","10,935.53","10,867.69",97.52M,-0.03%
3/25/2021,"10,870.46","10,702.18","10,870.46","10,691.92",100.74M,1.57%
3/24/2021,"10,702.18","10,471.36","10,723.61","10,471.36",129.22M,2.20%
3/23/2021,"10,471.36","10,537.22","10,538.20","10,316.96",211.28M,-0.63%
3/22/2021,"10,537.22","10,802.29","10,802.29","10,537.22",148.18M,-2.45%
3/21/2021,"10,802.29","10,918.40","10,974.87","10,802.29",144.53M,-1.06%
3/18/2021,"10,918.40","11,068.37","11,068.37","10,903.98",168.13M,-1.35%
3/17/2021,"11,068.37","11,190.80","11,195.58","11,068.37",124.81M,-1.09%
3/16/2021,"11,190.80","11,222.33","11,223.42","11,146.33",145.12M,-0.28%
3/15/2021,"11,222.33","11,289.57","11,333.00","11,222.33",196.17M,-0.60%
3/14/2021,"11,289.57","11,261.35","11,344.60","11,261.35",212.05M,0.25%
3/11/2021,"11,261.35","11,235.60","11,272.99","11,202.09",339.51M,0.23%
3/10/2021,"11,235.60","11,337.46","11,337.46","11,187.63",298.99M,-0.90%
3/9/2021,"11,337.46","11,459.51","11,495.41","11,337.38",133.13M,-1.07%
3/8/2021,"11,459.51","11,557.85","11,609.76","11,459.51",203.84M,-0.85%
3/7/2021,"11,557.85","11,333.86","11,564.62","11,333.86",203.84M,1.98%
3/4/2021,"11,333.86","11,393.25","11,410.00","11,298.08",148.09M,-0.52%
3/3/2021,"11,393.25","11,471.39","11,489.25","11,386.66",260.10M,-0.68%
3/2/2021,"11,471.39","11,521.38","11,533.49","11,471.39",216.13M,-0.43%
3/1/2021,"11,521.38","11,525.02","11,588.67","11,519.20",177.11M,-0.03%
2/28/2021,"11,525.02","11,617.91","11,630.75","11,525.02",453.90M,-0.80%
2/25/2021,"11,617.91","11,435.43","11,621.57","11,435.43",269.03M,1.60%
2/24/2021,"11,435.43","11,416.74","11,435.43","11,288.27",176.30M,0.16%
2/23/2021,"11,416.74","11,549.97","11,556.26","11,416.74",285.91M,-1.15%
2/22/2021,"11,549.97","11,425.85","11,551.86","11,425.85",273.52M,1.09%
2/21/2021,"11,425.85","11,380.55","11,446.05","11,380.55",272.09M,0.40%
2/18/2021,"11,380.55","11,413.17","11,429.77","11,377.99",383.60M,-0.29%
2/17/2021,"11,413.17","11,534.05","11,537.23","11,413.17",757.84M,-1.05%
2/16/2021,"11,534.05","11,526.77","11,565.80","11,514.69",77.40M,0.06%
2/15/2021,"11,526.77","11,506.72","11,546.96","11,506.72",92.77M,0.17%
2/14/2021,"11,506.72","11,546.32","11,592.41","11,506.72",66.80M,-0.34%
2/11/2021,"11,546.32","11,545.03","11,584.40","11,545.03",76.32M,0.01%
2/10/2021,"11,545.03","11,447.73","11,546.12","11,447.73",258.17M,0.85%
2/9/2021,"11,447.73","11,523.06","11,523.06","11,429.28",195.46M,-0.65%
2/8/2021,"11,523.06","11,602.78","11,664.98","11,523.06",431.01M,-0.69%
2/7/2021,"11,602.78","11,598.85","11,629.04","11,598.85",270.11M,0.03%
2/4/2021,"11,598.85","11,619.14","11,632.06","11,596.97",139.55M,-0.17%
2/3/2021,"11,619.14","11,637.55","11,673.45","11,618.94",163.60M,-0.16%
